1000, 120, 46
625, 1, 11
372, 1, 12
299, 1, 21
489, 1, 0
455, 1, 18
86, 1, 12
168, 1, 8
321, 1, 17
360, 1, 12
582, 1, 4
467, 1, 1
402, 1, 17
442, 1, 1
147, 1, 24
227, 1, 15
688, 1, 7
149, 1, 11
57, 1, 0
549, 1, 2
512, 1, 20
333, 1, 15
478, 1, 12
314, 1, 19
658, 1, 2
72, 1, 23
419, 1, 15
68, 1, 9
635, 1, 16
462, 1, 10
274, 1, 8
394, 1, 20
177, 1, 25
466, 1, 12
82, 1, 12
244, 1, 18
631, 1, 16
258, 1, 23
551, 1, 18
487, 1, 16
333, 1, 23
108, 1, 1
623, 1, 16
548, 1, 19
233, 1, 23
662, 1, 17
560, 1, 9
289, 1, 5
199, 1, 13
406, 1, 5
82, 1, 0
267, 1, 9
323, 1, 20
371, 1, 14
65, 1, 18
518, 1, 5
610, 1, 6
583, 1, 15
550, 1, 6
356, 1, 14
414, 1, 18
208, 1, 14
254, 1, 9
356, 1, 24
430, 1, 2
487, 1, 23
514, 1, 12
196, 1, 24
249, 1, 21
287, 1, 5
559, 1, 22
232, 1, 0
528, 1, 4
146, 1, 7
127, 1, 4
698, 1, 1
500, 1, 7
377, 1, 21
304, 1, 11
169, 1, 9
164, 1, 12
460, 1, 11
338, 1, 10
184, 1, 1
300, 1, 25
551, 1, 23
69, 1, 17
391, 1, 11
279, 1, 22
289, 1, 14
639, 1, 21
481, 1, 4
535, 1, 1
654, 1, 21
681, 1, 22
110, 1, 12
286, 1, 2
171, 1, 14
231, 1, 4
338, 1, 21
178, 1, 2
97, 1, 13
182, 1, 17
214, 1, 17
541, 1, 20
458, 1, 7
367, 1, 14
319, 1, 3
275, 1, 16
553, 1, 7
682, 1, 25
169, 1, 22
258, 1, 1
537, 1, 22
86, 1, 4
370, 1, 10
172, 1, 20
388, 1, 16
104, 1, 18
500, 1, 25
271, 1, 15
