1000, 160, 79
126, 1, 37
175, 1, 0
553, 1, 3
132, 1, 29
362, 1, 4
595, 1, 15
717, 1, 3
679, 1, 0
273, 1, 27
281, 1, 25
334, 1, 17
472, 1, 28
212, 1, 38
635, 1, 18
245, 1, 17
401, 1, 0
365, 1, 39
129, 1, 27
427, 1, 5
136, 1, 36
761, 1, 16
857, 1, 16
420, 1, 15
177, 1, 12
892, 1, 5
94, 1, 18
831, 1, 0
548, 1, 11
67, 1, 16
384, 1, 2
487, 1, 43
124, 1, 44
715, 1, 16
407, 1, 17
820, 1, 24
357, 1, 26
297, 1, 5
223, 1, 22
111, 1, 43
781, 1, 35
604, 1, 12
73, 1, 27
687, 1, 12
595, 1, 27
351, 1, 14
542, 1, 41
753, 1, 22
856, 1, 25
126, 1, 43
309, 1, 19
785, 1, 0
99, 1, 9
526, 1, 35
250, 1, 44
204, 1, 27
366, 1, 14
236, 1, 16
847, 1, 14
292, 1, 19
386, 1, 6
796, 1, 25
747, 1, 5
607, 1, 6
532, 1, 5
426, 1, 15
186, 1, 32
364, 1, 20
462, 1, 10
544, 1, 39
727, 1, 41
323, 1, 20
530, 1, 8
267, 1, 11
384, 1, 1
352, 1, 3
482, 1, 18
326, 1, 23
209, 1, 38
749, 1, 28
241, 1, 10
389, 1, 14
806, 1, 37
646, 1, 4
162, 1, 6
683, 1, 1
699, 1, 37
68, 1, 14
845, 1, 32
769, 1, 22
334, 1, 1
887, 1, 8
99, 1, 33
567, 1, 15
594, 1, 6
476, 1, 16
185, 1, 19
245, 1, 0
525, 1, 20
765, 1, 33
694, 1, 0
578, 1, 10
220, 1, 14
477, 1, 35
409, 1, 45
153, 1, 23
669, 1, 5
456, 1, 13
763, 1, 39
218, 1, 5
855, 1, 15
857, 1, 27
231, 1, 33
861, 1, 40
287, 1, 5
793, 1, 30
390, 1, 5
285, 1, 39
245, 1, 32
715, 1, 11
258, 1, 20
898, 1, 31
372, 1, 9
500, 1, 26
825, 1, 20
840, 1, 39
817, 1, 40
355, 1, 24
763, 1, 18
849, 1, 1
189, 1, 35
517, 1, 45
267, 1, 21
808, 1, 42
214, 1, 30
585, 1, 10
415, 1, 22
236, 1, 21
210, 1, 41
678, 1, 1
99, 1, 38
804, 1, 34
316, 1, 37
868, 1, 19
813, 1, 18
702, 1, 4
216, 1, 19
517, 1, 28
215, 1, 28
378, 1, 2
323, 1, 34
129, 1, 13
627, 1, 3
362, 1, 25
254, 1, 11
727, 1, 25
635, 1, 29
356, 1, 8
473, 1, 20
888, 1, 32
575, 1, 6
