1000, 60, 26
300, 1, 6
232, 1, 9
270, 1, 3
275, 1, 4
425, 1, 5
490, 1, 6
87, 1, 7
368, 1, 13
557, 1, 0
97, 1, 1
91, 1, 9
221, 1, 11
650, 1, 5
560, 1, 3
574, 1, 4
463, 1, 5
662, 1, 12
527, 1, 5
496, 1, 5
257, 1, 11
160, 1, 9
313, 1, 0
524, 1, 8
89, 1, 5
137, 1, 12
680, 1, 4
476, 1, 7
457, 1, 12
475, 1, 0
296, 1, 3
612, 1, 12
345, 1, 9
189, 1, 10
495, 1, 4
661, 1, 11
503, 1, 11
221, 1, 9
520, 1, 12
220, 1, 0
109, 1, 5
140, 1, 5
605, 1, 5
594, 1, 2
790, 1, 2
486, 1, 8
464, 1, 2
248, 1, 4
241, 1, 11
507, 1, 1
56, 1, 4
156, 1, 1
68, 1, 6
70, 1, 5
343, 1, 4
676, 1, 2
385, 1, 5
560, 1, 1
362, 1, 0
597, 1, 11
492, 1, 10
