1000, 200, 108
770, 1, 53
761, 1, 21
935, 1, 55
59, 1, 13
911, 1, 4
265, 1, 20
790, 1, 10
230, 1, 57
560, 1, 40
409, 1, 17
789, 1, 57
997, 1, 13
182, 1, 31
307, 1, 19
245, 1, 24
411, 1, 38
883, 1, 13
352, 1, 5
548, 1, 35
552, 1, 4
333, 1, 4
944, 1, 4
492, 1, 33
780, 1, 53
398, 1, 29
174, 1, 28
765, 1, 52
704, 1, 3
585, 1, 45
803, 1, 0
449, 1, 8
494, 1, 55
411, 1, 48
295, 1, 42
533, 1, 15
159, 1, 41
208, 1, 2
131, 1, 41
556, 1, 25
847, 1, 18
537, 1, 32
721, 1, 32
601, 1, 60
828, 1, 59
323, 1, 56
251, 1, 46
52, 1, 25
441, 1, 50
174, 1, 23
229, 1, 16
174, 1, 48
730, 1, 60
407, 1, 34
671, 1, 8
78, 1, 38
903, 1, 37
873, 1, 25
753, 1, 52
574, 1, 25
917, 1, 19
673, 1, 28
382, 1, 8
942, 1, 18
898, 1, 9
973, 1, 32
279, 1, 19
857, 1, 45
129, 1, 53
152, 1, 26
401, 1, 57
570, 1, 18
833, 1, 38
763, 1, 43
72, 1, 3
259, 1, 28
344, 1, 40
134, 1, 0
765, 1, 2
173, 1, 41
172, 1, 19
676, 1, 49
672, 1, 28
594, 1, 28
151, 1, 48
874, 1, 38
397, 1, 51
359, 1, 50
806, 1, 5
124, 1, 0
360, 1, 37
551, 1, 48
892, 1, 31
316, 1, 27
216, 1, 26
672, 1, 17
304, 1, 4
871, 1, 53
80, 1, 0
159, 1, 14
949, 1, 26
272, 1, 35
108, 1, 26
947, 1, 6
624, 1, 24
998, 1, 4
609, 1, 32
944, 1, 35
56, 1, 52
133, 1, 12
157, 1, 58
111, 1, 55
977, 1, 6
77, 1, 38
78, 1, 32
698, 1, 25
146, 1, 16
149, 1, 9
94, 1, 47
416, 1, 35
516, 1, 9
544, 1, 58
907, 1, 56
262, 1, 38
583, 1, 52
413, 1, 13
922, 1, 30
961, 1, 30
88, 1, 37
500, 1, 19
235, 1, 35
774, 1, 31
434, 1, 16
126, 1, 56
826, 1, 1
965, 1, 28
150, 1, 51
162, 1, 8
507, 1, 41
959, 1, 28
260, 1, 26
692, 1, 9
97, 1, 54
718, 1, 16
728, 1, 0
86, 1, 40
231, 1, 17
207, 1, 22
833, 1, 29
509, 1, 10
928, 1, 3
143, 1, 47
902, 1, 27
498, 1, 36
542, 1, 2
938, 1, 31
619, 1, 54
999, 1, 29
562, 1, 28
81, 1, 49
450, 1, 28
792, 1, 0
327, 1, 55
457, 1, 14
820, 1, 38
322, 1, 6
173, 1, 5
783, 1, 30
666, 1, 1
243, 1, 3
817, 1, 14
799, 1, 9
98, 1, 33
898, 1, 38
266, 1, 45
776, 1, 17
55, 1, 37
894, 1, 22
388, 1, 36
390, 1, 58
867, 1, 48
407, 1, 53
554, 1, 20
544, 1, 42
85, 1, 23
966, 1, 57
576, 1, 10
102, 1, 56
104, 1, 24
826, 1, 6
346, 1, 0
309, 1, 29
543, 1, 8
711, 1, 41
956, 1, 53
115, 1, 1
352, 1, 60
190, 1, 52
656, 1, 34
238, 1, 39
935, 1, 42
