1000, 160, 71
212, 1, 32
791, 1, 0
507, 1, 3
623, 1, 25
220, 1, 4
635, 1, 13
167, 1, 3
74, 1, 0
679, 1, 23
418, 1, 21
314, 1, 15
97, 1, 24
342, 1, 33
466, 1, 16
207, 1, 14
576, 1, 0
31, 1, 33
61, 1, 23
19, 1, 4
347, 1, 31
721, 1, 14
134, 1, 14
326, 1, 12
518, 1, 10
450, 1, 4
370, 1, 16
514, 1, 0
327, 1, 10
614, 1, 14
793, 1, 2
470, 1, 37
764, 1, 37
219, 1, 14
199, 1, 15
595, 1, 20
620, 1, 22
798, 1, 4
234, 1, 19
476, 1, 36
313, 1, 30
326, 1, 10
296, 1, 23
6, 1, 10
488, 1, 23
321, 1, 12
445, 1, 35
581, 1, 19
665, 1, 22
394, 1, 37
401, 1, 16
96, 1, 0
58, 1, 7
441, 1, 30
571, 1, 38
379, 1, 23
214, 1, 12
513, 1, 14
192, 1, 12
51, 1, 16
488, 1, 5
755, 1, 22
685, 1, 4
474, 1, 5
272, 1, 4
517, 1, 13
451, 1, 27
691, 1, 17
668, 1, 8
747, 1, 33
270, 1, 36
238, 1, 17
306, 1, 7
25, 1, 9
58, 1, 1
382, 1, 3
410, 1, 15
344, 1, 20
21, 1, 33
517, 1, 24
286, 1, 8
18, 1, 12
437, 1, 31
679, 1, 4
682, 1, 5
436, 1, 0
312, 1, 32
6, 1, 12
414, 1, 28
527, 1, 19
34, 1, 1
388, 1, 7
91, 1, 29
627, 1, 13
737, 1, 5
178, 1, 14
588, 1, 16
473, 1, 0
184, 1, 17
90, 1, 28
407, 1, 0
106, 1, 8
684, 1, 12
702, 1, 30
150, 1, 38
579, 1, 20
549, 1, 4
656, 1, 11
782, 1, 33
629, 1, 4
557, 1, 13
281, 1, 23
238, 1, 29
606, 1, 35
661, 1, 4
797, 1, 26
674, 1, 4
213, 1, 33
736, 1, 28
161, 1, 10
137, 1, 17
800, 1, 26
192, 1, 7
667, 1, 22
395, 1, 17
589, 1, 33
622, 1, 34
105, 1, 20
46, 1, 15
577, 1, 1
310, 1, 30
232, 1, 38
36, 1, 18
556, 1, 36
602, 1, 25
586, 1, 9
499, 1, 19
412, 1, 18
414, 1, 35
170, 1, 1
286, 1, 33
751, 1, 29
755, 1, 31
102, 1, 16
563, 1, 15
69, 1, 3
259, 1, 17
418, 1, 24
326, 1, 24
645, 1, 1
575, 1, 29
20, 1, 11
597, 1, 3
343, 1, 21
348, 1, 10
400, 1, 21
412, 1, 25
245, 1, 7
288, 1, 17
424, 1, 28
790, 1, 5
