1000, 120, 49
126, 1, 11
429, 1, 25
268, 1, 17
287, 1, 12
338, 1, 25
620, 1, 10
97, 1, 11
130, 1, 12
768, 1, 7
52, 1, 17
479, 1, 11
659, 1, 13
720, 1, 22
758, 1, 24
760, 1, 9
243, 1, 8
36, 1, 24
169, 1, 21
282, 1, 1
733, 1, 11
32, 1, 20
769, 1, 12
319, 1, 1
462, 1, 3
100, 1, 15
441, 1, 17
489, 1, 22
81, 1, 12
49, 1, 1
254, 1, 3
47, 1, 25
702, 1, 4
628, 1, 10
60, 1, 17
232, 1, 4
212, 1, 9
621, 1, 15
720, 1, 16
400, 1, 8
767, 1, 2
412, 1, 17
89, 1, 24
39, 1, 5
218, 1, 11
710, 1, 20
706, 1, 18
477, 1, 15
30, 1, 8
269, 1, 14
293, 1, 3
20, 1, 25
163, 1, 16
592, 1, 6
472, 1, 9
33, 1, 15
643, 1, 20
269, 1, 15
710, 1, 2
216, 1, 11
177, 1, 20
654, 1, 22
88, 1, 7
229, 1, 8
117, 1, 23
493, 1, 9
314, 1, 4
521, 1, 1
34, 1, 4
396, 1, 16
464, 1, 10
401, 1, 1
258, 1, 7
541, 1, 16
255, 1, 24
338, 1, 21
781, 1, 21
214, 1, 4
157, 1, 12
452, 1, 17
707, 1, 0
308, 1, 0
486, 1, 21
414, 1, 1
64, 1, 8
780, 1, 18
786, 1, 1
586, 1, 22
774, 1, 20
374, 1, 13
340, 1, 2
296, 1, 25
606, 1, 13
4, 1, 21
42, 1, 7
115, 1, 16
447, 1, 4
151, 1, 7
289, 1, 20
129, 1, 14
216, 1, 9
501, 1, 18
651, 1, 0
96, 1, 1
678, 1, 8
280, 1, 12
120, 1, 19
268, 1, 6
303, 1, 0
226, 1, 4
365, 1, 25
534, 1, 20
715, 1, 4
183, 1, 10
541, 1, 25
539, 1, 7
187, 1, 0
356, 1, 5
141, 1, 24
580, 1, 1
225, 1, 11
