1000, 60, 31
204, 1, 12
329, 1, 0
673, 1, 1
429, 1, 1
153, 1, 10
666, 1, 5
158, 1, 8
719, 1, 7
155, 1, 2
328, 1, 7
442, 1, 2
375, 1, 17
405, 1, 1
703, 1, 10
713, 1, 12
336, 1, 9
237, 1, 12
239, 1, 11
340, 1, 14
268, 1, 15
385, 1, 12
526, 1, 17
302, 1, 9
568, 1, 14
683, 1, 9
277, 1, 3
736, 1, 13
487, 1, 2
647, 1, 8
865, 1, 6
732, 1, 13
360, 1, 16
552, 1, 5
389, 1, 12
233, 1, 13
852, 1, 5
608, 1, 3
493, 1, 9
837, 1, 7
821, 1, 9
190, 1, 11
606, 1, 12
821, 1, 2
693, 1, 16
491, 1, 2
886, 1, 11
372, 1, 15
190, 1, 5
299, 1, 2
646, 1, 11
489, 1, 8
493, 1, 7
812, 1, 0
198, 1, 3
241, 1, 1
345, 1, 2
398, 1, 13
283, 1, 1
695, 1, 5
449, 1, 15
