1000, 160, 79
140, 1, 37
179, 1, 0
132, 1, 3
826, 1, 29
686, 1, 4
313, 1, 15
626, 1, 4
535, 1, 0
108, 1, 28
141, 1, 25
452, 1, 18
220, 1, 28
437, 1, 39
636, 1, 19
347, 1, 17
591, 1, 0
820, 1, 40
466, 1, 27
884, 1, 5
365, 1, 37
889, 1, 16
510, 1, 16
882, 1, 15
791, 1, 12
772, 1, 5
285, 1, 18
439, 1, 0
351, 1, 11
296, 1, 16
170, 1, 2
457, 1, 43
750, 1, 44
590, 1, 16
420, 1, 17
731, 1, 24
174, 1, 26
210, 1, 5
91, 1, 22
795, 1, 43
687, 1, 35
197, 1, 12
856, 1, 27
696, 1, 12
458, 1, 28
283, 1, 15
505, 1, 42
400, 1, 22
364, 1, 26
879, 1, 44
461, 1, 19
306, 1, 0
634, 1, 9
349, 1, 36
534, 1, 45
105, 1, 27
539, 1, 15
487, 1, 17
570, 1, 14
416, 1, 20
465, 1, 6
367, 1, 26
409, 1, 5
369, 1, 6
874, 1, 5
858, 1, 15
483, 1, 32
125, 1, 20
114, 1, 10
127, 1, 40
322, 1, 42
248, 1, 21
342, 1, 8
677, 1, 11
513, 1, 1
218, 1, 3
160, 1, 18
188, 1, 23
496, 1, 39
257, 1, 28
890, 1, 10
886, 1, 14
506, 1, 37
742, 1, 4
339, 1, 6
794, 1, 1
880, 1, 38
486, 1, 15
454, 1, 33
504, 1, 22
469, 1, 1
726, 1, 8
830, 1, 34
219, 1, 16
364, 1, 6
177, 1, 16
757, 1, 19
410, 1, 0
616, 1, 20
724, 1, 33
355, 1, 0
801, 1, 10
240, 1, 14
787, 1, 35
199, 1, 45
654, 1, 23
214, 1, 5
608, 1, 13
622, 1, 39
894, 1, 5
187, 1, 15
482, 1, 27
643, 1, 34
372, 1, 41
797, 1, 5
547, 1, 31
847, 1, 5
865, 1, 40
187, 1, 33
446, 1, 12
724, 1, 20
417, 1, 31
532, 1, 9
325, 1, 26
181, 1, 20
589, 1, 40
128, 1, 40
464, 1, 24
366, 1, 18
237, 1, 1
554, 1, 36
842, 1, 45
513, 1, 21
253, 1, 42
281, 1, 30
102, 1, 10
322, 1, 22
481, 1, 21
194, 1, 42
529, 1, 1
60, 1, 39
752, 1, 34
483, 1, 37
626, 1, 19
282, 1, 18
86, 1, 4
405, 1, 20
350, 1, 28
520, 1, 28
364, 1, 2
842, 1, 35
447, 1, 13
865, 1, 4
467, 1, 25
799, 1, 12
327, 1, 25
536, 1, 29
692, 1, 8
449, 1, 20
740, 1, 33
65, 1, 6
